Date,Open,High,Low,Close,Adj Close,Volume
2018-11-01,159.960007,164.350006,158.100006,163.509995,163.259949,1018400
2018-11-02,165.020004,165.690002,163.720001,165.000000,164.747665,1089200
2018-11-05,165.240005,166.110001,163.289993,165.110001,164.857498,1250700
2018-11-06,166.559998,168.789993,165.690002,168.089996,167.832932,1085900
2018-11-07,169.210007,170.559998,167.080002,170.509995,170.249237,888700
2018-11-08,170.119995,173.690002,169.449997,172.449997,172.186264,1354200
2018-11-09,172.660004,174.710007,170.690002,171.179993,170.918198,1202300
2018-11-12,170.330002,170.899994,166.190002,167.059998,166.804520,1522400
2018-11-13,184.070007,185.500000,177.509995,184.720001,184.437500,3662700
2018-11-14,185.990005,186.149994,177.610001,177.679993,177.408264,1806900
2018-11-15,176.880005,180.440002,174.800003,179.050003,178.776169,1026600
2018-11-16,177.550003,179.490005,176.000000,179.210007,178.935928,876000
2018-11-19,179.149994,182.490005,176.899994,177.750000,177.478165,856700
2018-11-20,174.050003,177.669998,171.119995,171.529999,171.267685,891900
2018-11-21,171.500000,176.089996,171.410004,174.669998,174.402863,893700
2018-11-23,173.699997,178.529999,173.660004,177.240005,176.968948,325700
2018-11-26,178.910004,180.770004,176.919998,177.720001,177.448212,658800
2018-11-27,176.649994,181.419998,176.600006,179.270004,178.995865,701700
2018-11-28,178.850006,180.789993,177.949997,178.949997,178.676346,1086600
2018-11-29,177.910004,179.179993,177.339996,177.669998,177.398285,747800
2018-11-30,177.779999,178.910004,175.009995,177.710007,177.438232,1399600
2018-12-03,178.970001,179.789993,174.850006,177.889999,177.617950,895200
2018-12-04,180.119995,181.729996,175.619995,178.190002,177.917496,1549500
2018-12-06,176.309998,177.000000,170.750000,175.759995,175.491196,1226600
2018-12-07,174.619995,177.259995,167.380005,167.589996,167.333694,761800
2018-12-10,167.809998,167.820007,163.410004,166.169998,165.915878,1471200
2018-12-11,167.679993,168.889999,165.009995,165.800003,165.546448,861200
2018-12-12,166.949997,168.860001,166.119995,166.979996,166.724640,1461100
2018-12-13,166.820007,167.979996,165.130005,166.289993,166.035690,1008100
2018-12-14,165.300003,168.380005,163.399994,163.779999,163.529541,968600
2018-12-17,162.610001,162.729996,158.130005,158.839996,158.597092,1223800
2018-12-18,160.000000,162.889999,157.830002,158.240005,157.998001,1312500
2018-12-19,158.710007,160.490005,155.429993,156.119995,155.881241,1174300
2018-12-20,155.279999,156.149994,150.649994,152.500000,152.325333,1804900
2018-12-21,151.570007,155.889999,150.339996,151.410004,151.236572,1872900
2018-12-24,151.029999,152.000000,148.369995,148.919998,148.749435,649100
2018-12-26,149.720001,155.130005,149.029999,155.029999,154.852417,962600
2018-12-27,153.440002,154.770004,149.580002,154.690002,154.512833,1123400
2018-12-28,155.339996,157.300003,153.639999,155.460007,155.281937,1009500
2018-12-31,156.050003,157.679993,154.990005,157.460007,157.279648,752500
2019-01-02,156.160004,159.919998,153.820007,157.919998,157.739120,1291000
2019-01-03,158.229996,164.070007,157.740005,162.850006,162.663467,1514700
2019-01-04,164.169998,164.500000,158.479996,158.809998,158.628098,1423000
2019-01-07,161.679993,163.570007,156.830002,161.139999,160.955429,2088300
2019-01-08,162.009995,162.949997,157.179993,160.020004,159.836716,1604700
2019-01-09,162.679993,165.789993,161.229996,164.429993,164.241638,1429900
2019-01-10,163.029999,165.229996,160.759995,165.070007,164.880936,999100
2019-01-11,164.509995,166.429993,159.250000,159.419998,159.237396,1299600
2019-01-14,157.789993,159.490005,156.690002,158.720001,158.538193,1307700
2019-01-15,158.619995,162.320007,158.029999,160.279999,160.096420,1023700
2019-01-16,160.889999,162.460007,159.029999,162.440002,162.253937,1158000
2019-01-17,161.990005,167.419998,161.500000,166.279999,166.089539,1455100
2019-01-18,167.229996,168.779999,163.660004,167.610001,167.418015,1777300
2019-01-22,166.669998,168.419998,162.259995,164.130005,163.942017,1384200
2019-01-23,164.039993,166.600006,162.160004,164.330002,164.141785,1207800
2019-01-24,164.500000,164.970001,155.639999,156.309998,156.130966,1298000
2019-01-25,156.830002,156.830002,150.240005,153.220001,153.044510,1800700
2019-01-28,151.649994,155.050003,150.050003,154.860001,154.682632,1311500
2019-01-29,154.149994,155.449997,151.750000,155.389999,155.212021,1076200
2019-01-30,156.190002,160.199997,155.600006,159.039993,158.857819,1016500
2019-01-31,158.399994,160.110001,155.779999,159.199997,159.017654,1586600
2019-02-01,159.899994,161.679993,158.529999,159.039993,158.857819,941500
2019-02-04,159.630005,161.619995,157.759995,161.350006,161.165192,665600
2019-02-05,162.389999,162.979996,159.630005,161.460007,161.275070,932600
2019-02-06,161.380005,161.800003,156.699997,157.220001,157.039917,1212000
2019-02-07,160.000000,163.259995,158.000000,163.130005,162.943161,1375900
2019-02-08,161.990005,163.610001,161.119995,162.410004,162.223984,740700
2019-02-11,162.440002,165.350006,162.440002,165.130005,164.940872,917500
2019-02-12,165.869995,168.539993,165.479996,167.889999,167.697708,1264300
2019-02-13,168.679993,169.580002,165.630005,166.460007,166.269348,1104700
2019-02-14,165.919998,169.750000,164.250000,168.740005,168.546722,720000
2019-02-15,169.830002,170.830002,167.669998,169.990005,169.795288,1379600
2019-02-19,169.929993,178.690002,166.419998,167.139999,166.948563,3369200
2019-02-20,166.000000,167.029999,162.589996,166.000000,165.809860,1990200
2019-02-21,166.210007,166.210007,160.199997,161.309998,161.125229,1616300
2019-02-22,161.309998,161.880005,158.910004,161.470001,161.285049,1158000
2019-02-25,162.630005,163.320007,156.119995,157.710007,157.529358,1787200
2019-02-26,163.000000,165.830002,161.479996,162.919998,162.733398,2112600
2019-02-27,162.589996,162.779999,156.679993,158.300003,158.118683,1149800
2019-02-28,156.720001,163.770004,156.720001,161.779999,161.594696,1717600
2019-03-01,162.250000,163.250000,158.050003,160.619995,160.436020,1398300
2019-03-04,161.919998,161.919998,156.919998,158.399994,158.218567,1147200
2019-03-05,158.509995,159.820007,157.270004,157.309998,157.129822,863100
2019-03-06,157.820007,159.130005,156.419998,157.970001,157.789063,1067900
2019-03-07,157.089996,157.309998,154.009995,154.130005,153.953461,940700
2019-03-08,152.850006,153.190002,150.500000,151.770004,151.596161,1138200
2019-03-11,152.259995,155.779999,152.080002,155.460007,155.281937,1047800
2019-03-12,155.619995,155.619995,152.899994,154.869995,154.692596,871900
2019-03-13,155.250000,155.800003,153.789993,154.699997,154.522797,812400
2019-03-14,155.059998,155.199997,153.039993,154.000000,153.823608,683400
2019-03-15,153.639999,154.990005,151.039993,154.839996,154.662643,1714100
2019-03-18,155.220001,162.949997,155.080002,161.570007,161.384949,2116100
2019-03-19,161.440002,164.929993,161.169998,163.419998,163.232819,1371600
2019-03-20,164.509995,165.619995,162.589996,164.149994,163.961975,875200
2019-03-21,163.830002,169.169998,163.830002,169.070007,168.938110,864700
2019-03-22,168.330002,168.580002,164.720001,164.839996,164.711395,941600
2019-03-25,165.500000,168.949997,164.289993,167.779999,167.649094,841100
2019-03-26,167.850006,168.899994,165.809998,168.270004,168.138718,961700
2019-03-27,167.960007,169.710007,166.699997,166.889999,166.759796,998900
2019-03-28,167.320007,168.919998,166.660004,168.750000,168.618347,643400
2019-03-29,169.889999,171.570007,168.600006,170.529999,170.396942,1856200
2019-04-01,172.789993,174.179993,171.130005,173.630005,173.494537,957500
2019-04-02,173.539993,173.940002,170.929993,173.339996,173.204758,670600
2019-04-03,174.080002,174.800003,171.419998,171.690002,171.556061,847200
2019-04-04,172.139999,174.410004,171.580002,174.000000,173.864258,1213800
2019-04-05,174.309998,176.830002,174.309998,176.779999,176.642075,741300
2019-04-08,175.779999,178.039993,173.830002,177.589996,177.451447,830300
2019-04-09,176.899994,177.720001,175.330002,175.649994,175.512955,616200
2019-04-10,176.699997,178.860001,174.250000,178.800003,178.660507,1079500
2019-04-11,178.649994,181.020004,177.889999,180.960007,180.818832,705300
2019-04-12,180.960007,181.800003,179.740005,180.110001,179.969482,922600
2019-04-15,180.539993,181.779999,179.029999,181.429993,181.288452,913200
2019-04-16,182.559998,182.559998,179.509995,179.949997,179.809601,676900
2019-04-17,179.949997,180.050003,176.669998,176.809998,176.672058,741500
2019-04-18,176.559998,177.130005,174.110001,175.399994,175.263153,1025300
2019-04-22,174.449997,175.389999,169.729996,170.080002,169.947311,878800
2019-04-23,171.089996,173.720001,170.259995,172.470001,172.335449,925000
2019-04-24,173.289993,173.929993,171.759995,171.860001,171.725906,915700
2019-04-25,169.800003,171.570007,165.869995,170.639999,170.506866,1265000
2019-04-26,170.309998,170.729996,168.169998,170.190002,170.057220,690700
2019-04-29,169.940002,170.559998,166.639999,166.770004,166.639893,811000
2019-04-30,167.410004,168.710007,165.250000,166.320007,166.190247,872200
2019-05-01,166.130005,166.660004,163.669998,163.830002,163.702179,923200
2019-05-02,164.050003,167.210007,163.300003,166.779999,166.649872,1154500
2019-05-03,167.050003,167.389999,163.190002,163.270004,163.142624,760200
2019-05-06,161.059998,163.559998,159.830002,161.990005,161.863617,1218600
2019-05-07,161.089996,162.589996,159.649994,160.660004,160.534653,1069400
2019-05-08,160.119995,160.449997,157.729996,158.619995,158.496246,586200
2019-05-09,157.320007,160.009995,156.179993,159.889999,159.765259,883600
2019-05-10,159.240005,159.240005,154.490005,158.119995,157.996628,813300
2019-05-13,155.130005,156.000000,153.410004,155.369995,155.248779,1395400
2019-05-14,154.570007,156.889999,153.089996,155.750000,155.628479,1216000
2019-05-15,154.839996,155.949997,153.250000,155.830002,155.708420,783000
2019-05-16,155.800003,158.669998,154.119995,157.279999,157.157288,1264500
2019-05-17,155.919998,159.669998,155.679993,157.970001,157.846756,1146200
2019-05-20,157.350006,160.190002,157.199997,158.639999,158.516235,1714600
2019-05-21,159.020004,161.720001,156.649994,161.300003,161.174164,1821300
2019-05-22,165.690002,170.990005,164.600006,166.289993,166.160263,3608400
2019-05-23,165.580002,167.000000,158.550003,159.800003,159.675323,2600200
